Text_arabic,Text_english,Label
"
كان ستيف متجاوبًا جدًا وصبورًا مع أسئلتي العديدة. لم نقم بشراء منزل منذ سنوات عديدة. وكانت هذه خطوة كبيرة بالنسبة لنا. لا أستطيع أن أثني عليه بما فيه الكفاية. موصى بة بشدة.
        ","
Steve was very responsive and patient with my many questions. We haven't bought a house in many years.  And this was a big move for us.  I can't praise him highly enough.  Highly recommend.
        ",Compliment
"
بنك كبير بمنتجات رائعة. أفضل بنك عملت معه بسهولة.
        ","
Great bank with great products.  Easily the best bank i've worked with.  
        ",Compliment
"
دالاس من ذوي الخبرة والمعرفة للغاية. قبل كل شيء ، يفهم أن خدمة العملاء يجب ألا تقل عن 100٪. كان المطر أو اللمعان في دالاس متاحًا دائمًا ولم يغيب أبدًا عن موعد نهائي أو التزام بالمتابعة. بينما من الواضح أن NASB أعطى دالاس الأدوات والموارد اللازمة للنجاح ، فإن دالاس هي السبب في أن تجربتنا كانت رائعة للغاية.
        ","
Dallas is very experienced and knowledgeable.  Above all, he understand that customer service is to be no less than 100%.  Rain or shine Dallas was always available and never once missed a deadline or commitment to followup.  While NASB obviously has given Dallas the tools and resources to be successful, Dallas is the reason our experience was so stellar. 
        ",Compliment
"
لقد تأثرت للغاية بالمهنية ونوعية وسرعة عروض الأسعار والقدرة على التواصل من خلال طرقي المفضلة وسرعة الإغلاق. بعد التحدث إلى العديد من مسؤولي القروض الآخرين ، كان جون باريت في NASB هو الذي ربحنا. لم نكن سعداء بالخدمة. عمل عظيم!
        ","
I was extremely impressed with the proffessionalism, the quality and speed of the quotes, the ability to communicate through my preferred methods and the speed to close. After speaking to several other loan officers, it was Jon Barrett at NASB that won us over. We couldnt have been happier with the service. Great work!  
        ",Compliment
"
لقد تأثرت للغاية بالمهنية والجودة وسرعة الاقتباسات ، والقدرة على التواصل من خلال طرقي المفضلة وسرعة الإغلاق. بعد التحدث إلى العديد من مسؤولي القروض الآخرين ، كان جون باريت في NASB هو الذي ربحنا. لم نكن سعداء بالخدمة. عمل عظيم!
        ","
I was extremely impressed with the proffessionalism,  quality and speed of the quotes, the ability to communicate through my preferred methods and the speed to close. After speaking to several other loan officers, it was Jon Barrett at NASB that won us over. We couldnt have been happier with the service. Great work!  
        ",Compliment
"
كان RC Malcolm ممتازًا ، وبقي على رأس كل شيء للتأكد من أننا تمكنا من الإغلاق في تاريخ الإغلاق المتوقع. كل شيء سار بسلاسة شديدة وسأوصي RC لأي شخص يبحث عن مقرض للرهن العقاري.
        ","
RC Malcolm was excellent, he stayed on top of everything to ensure that we were able to close on the projected close date. Everything went very smooth and i would recommend RC to anyone looking for a mortgage lender .
        ",Compliment
"
خدمة ممتازة . بقي RC على رأس كل شيء للتأكد من أننا أغلقنا على الهدف .. أنصح أي شخص يبحث عن قرض منزل.
        ","
Excellent service . RC stayed on top of everythign to make sure we closed on target .. i would recommend to anyone looking for a home loan .
        ",Compliment
"
أكملوا كل شيء في الوقت المحدد لإخراجنا من خلال إغلاق سريع. مفيدة جدا!
        ","
They completed everything on time to get us through a quick closing. So helpful!
        ",Compliment
"
كان براد مفيدًا خلال العملية بأكملها. بصفتي مشتري منازل لأول مرة ، شعرت أنا وخطيبتي بتحسن كبير مع خبرة براد وتوجيهه!
        ","
Brad was helpful through the entire process. As first time home buyers, my fiance' and I felt so much better with Brad's expertise and guidance!
        ",Compliment
"
سأوصي كل شخص أعرفه لـ NASB و Dallas Goodlet. كان لدي أفضل تجربة ممكنة. لقد كان لدي العديد من الرهون العقارية طوال حياتي وكان هذا أكثر متعة. لقد تلقينا معدلًا كبيرًا ، وكانت الرسوم منخفضة ، والخدمة التي تقدمها دالاس لا مثيل لها. أنا لا أتحدث فقط عن صناعة الرهن العقاري. خدمته هي أفضل خبرة لدي في أي صناعة ، ربما على الإطلاق. قد ترغب دالاس في ترك عمل الرهن العقاري وبدء عمل استشاري لخدمة العملاء. زبون راض جدا .... اقرأ المزيد
        ","
I will recommend everyone I know to NASB and Dallas Goodlet. I had the best experience possible. Iâ€™ve had many mortgages over my lifetime and this was by far, the most pleasurable. We received a great rate, the fees were low, and the service that Dallas provides is unmatched. Iâ€™m  not talking just about the mortgage industry. His service is the best Iâ€™ve experienced in any industry, maybe ever. Dallas may want to quit the mortgage business and start a customer service consultation business. Very satisfied customer.... Read More
        ",Compliment
